,Filing ID,Company ID,Company,County,Insurance Type,Insurance Type Code,Number of Claims,Closed Claims (paid),Closed Claims (not paid),Number Claims Open,Paid Loss,Number Claims with AOB,NAIC Number,Claims,Proportion of Claims,Company Name,NAIC Code,Product type,Share of product complaints (%),Product premium,Share of product premiums (%),Number of complaints,County premium,cost_per_claim,Loss ratio,Frequency
212,1011513,100502,AIG ASSURANCE COMPANY,VOLUSIA,Homeowners,2,3.0,2.0,1.0,0.0,14861.94,0.0,40258,911.0,0.003293084522502744,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,7430.97,,0.6666666666666666
213,1011513,100502,AIG ASSURANCE COMPANY,HIGHLANDS,Homeowners,2,2.0,0.0,0.0,2.0,0.0,0.0,40258,911.0,0.0021953896816684962,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
214,1011513,100502,AIG ASSURANCE COMPANY,ST JOHNS,Homeowners,2,3.0,0.0,3.0,0.0,0.0,0.0,40258,911.0,0.003293084522502744,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
215,1011513,100502,AIG ASSURANCE COMPANY,MARION,Homeowners,2,4.0,1.0,0.0,3.0,8590.48,0.0,40258,911.0,0.0043907793633369925,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,8590.48,,0.25
216,1011513,100502,AIG ASSURANCE COMPANY,INDIAN RIVER,Homeowners,2,4.0,1.0,2.0,1.0,211.0,0.0,40258,911.0,0.0043907793633369925,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,211.0,,0.25
217,1011513,100502,AIG ASSURANCE COMPANY,BRADFORD,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
218,1011513,100502,AIG ASSURANCE COMPANY,MARTIN,Homeowners,2,6.0,2.0,2.0,2.0,4775.82,0.0,40258,911.0,0.006586169045005488,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,2387.91,,0.3333333333333333
219,1011513,100502,AIG ASSURANCE COMPANY,WAKULLA,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
220,1011513,100502,AIG ASSURANCE COMPANY,LEVY,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
221,1011513,100502,AIG ASSURANCE COMPANY,UNION,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
222,1011513,100502,AIG ASSURANCE COMPANY,ST LUCIE,Homeowners,2,1.0,0.0,1.0,0.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
223,1011513,100502,AIG ASSURANCE COMPANY,HARDEE,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
224,1011513,100502,AIG ASSURANCE COMPANY,SUMTER,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
225,1011513,100502,AIG ASSURANCE COMPANY,ALACHUA,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
226,1011513,100502,AIG ASSURANCE COMPANY,NASSAU,Homeowners,2,1.0,0.0,0.0,1.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
227,1011513,100502,AIG ASSURANCE COMPANY,ESCAMBIA,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
228,1011513,100502,AIG ASSURANCE COMPANY,COLUMBIA,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
229,1011513,100502,AIG ASSURANCE COMPANY,PASCO,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
230,1011513,100502,AIG ASSURANCE COMPANY,DADE,Homeowners,2,377.0,96.0,65.0,216.0,6898108.15,0.0,40258,911.0,0.4138309549945115,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,71855.29322916667,,0.2546419098143236
231,1011513,100502,AIG ASSURANCE COMPANY,HILLSBOROUGH,Homeowners,2,6.0,0.0,1.0,5.0,0.0,0.0,40258,911.0,0.006586169045005488,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
232,1011513,100502,AIG ASSURANCE COMPANY,MADISON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
233,1011513,100502,AIG ASSURANCE COMPANY,LAKE,Homeowners,2,1.0,0.0,1.0,0.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
234,1011513,100502,AIG ASSURANCE COMPANY,DUVAL,Homeowners,2,15.0,2.0,3.0,10.0,11713.96,0.0,40258,911.0,0.01646542261251372,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,5856.98,,0.13333333333333333
235,1011513,100502,AIG ASSURANCE COMPANY,PALM BEACH,Homeowners,2,122.0,39.0,37.0,46.0,490437.88,0.0,40258,911.0,0.13391877058177826,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,12575.330256410256,,0.319672131147541
236,1011513,100502,AIG ASSURANCE COMPANY,GADSDEN,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
237,1011513,100502,AIG ASSURANCE COMPANY,LAFAYETTE,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
238,1011513,100502,AIG ASSURANCE COMPANY,LIBERTY,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
239,1011513,100502,AIG ASSURANCE COMPANY,HOLMES,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
240,1011513,100502,AIG ASSURANCE COMPANY,MONROE,Homeowners,2,78.0,10.0,18.0,50.0,483527.29,0.0,40258,911.0,0.08562019758507135,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,48352.729,,0.1282051282051282
241,1011513,100502,AIG ASSURANCE COMPANY,HENDRY,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
242,1011513,100502,AIG ASSURANCE COMPANY,POLK,Homeowners,2,3.0,1.0,0.0,2.0,13089.63,0.0,40258,911.0,0.003293084522502744,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,13089.63,,0.3333333333333333
243,1011513,100502,AIG ASSURANCE COMPANY,HAMILTON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
244,1011513,100502,AIG ASSURANCE COMPANY,SUWANNEE,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
245,1011513,100502,AIG ASSURANCE COMPANY,HERNANDO,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
246,1011513,100502,AIG ASSURANCE COMPANY,TAYLOR,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
247,1011513,100502,AIG ASSURANCE COMPANY,SARASOTA,Homeowners,2,7.0,2.0,3.0,2.0,12394.15,0.0,40258,911.0,0.007683863885839737,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,6197.075,,0.2857142857142857
248,1011513,100502,AIG ASSURANCE COMPANY,ORANGE,Homeowners,2,10.0,3.0,2.0,5.0,150113.11,0.0,40258,911.0,0.010976948408342482,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,50037.70333333333,,0.3
249,1011513,100502,AIG ASSURANCE COMPANY,SANTA ROSA,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
250,1011513,100502,AIG ASSURANCE COMPANY,CALHOUN,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
251,1011513,100502,AIG ASSURANCE COMPANY,CITRUS,Homeowners,2,1.0,0.0,0.0,1.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
252,1011513,100502,AIG ASSURANCE COMPANY,SEMINOLE,Homeowners,2,5.0,1.0,2.0,2.0,20212.88,0.0,40258,911.0,0.005488474204171241,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,20212.88,,0.2
253,1011513,100502,AIG ASSURANCE COMPANY,MANATEE,Homeowners,2,4.0,0.0,1.0,3.0,1429.4,0.0,40258,911.0,0.0043907793633369925,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,,,0.0
254,1011513,100502,AIG ASSURANCE COMPANY,GILCHRIST,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
255,1011513,100502,AIG ASSURANCE COMPANY,WASHINGTON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
256,1011513,100502,AIG ASSURANCE COMPANY,OKALOOSA,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
257,1011513,100502,AIG ASSURANCE COMPANY,FLAGLER,Homeowners,2,2.0,0.0,1.0,1.0,0.0,0.0,40258,911.0,0.0021953896816684962,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
258,1011513,100502,AIG ASSURANCE COMPANY,JEFFERSON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
259,1011513,100502,AIG ASSURANCE COMPANY,WALTON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
260,1011513,100502,AIG ASSURANCE COMPANY,PUTNAM,Homeowners,2,1.0,0.0,0.0,1.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
261,1011513,100502,AIG ASSURANCE COMPANY,DESOTO,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
262,1011513,100502,AIG ASSURANCE COMPANY,GLADES,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
263,1011513,100502,AIG ASSURANCE COMPANY,BREVARD,Homeowners,2,1.0,0.0,1.0,0.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
264,1011513,100502,AIG ASSURANCE COMPANY,LEON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
265,1011513,100502,AIG ASSURANCE COMPANY,JACKSON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
266,1011513,100502,AIG ASSURANCE COMPANY,COLLIER,Homeowners,2,148.0,32.0,46.0,70.0,1660728.79,0.0,40258,911.0,0.16245883644346873,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,51897.7746875,,0.21621621621621623
267,1011513,100502,AIG ASSURANCE COMPANY,PINELLAS,Homeowners,2,4.0,0.0,3.0,1.0,0.0,0.0,40258,911.0,0.0043907793633369925,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
268,1011513,100502,AIG ASSURANCE COMPANY,BAY,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
344,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,FRANKLIN,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
345,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,ST JOHNS,Homeowners,2,7.0,3.0,2.0,2.0,21282.0,0.0,15617,4204.0,0.001665080875356803,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,76265.28972407231,7094.0,0.2790522408948847,0.42857142857142855
346,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,HARDEE,Homeowners,2,1.0,1.0,0.0,0.0,17044.0,0.0,15617,4204.0,0.0002378686964795433,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,10895.041389153188,17044.0,1.5643813906910489,1.0
347,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,DESOTO,Homeowners,2,17.0,8.0,8.0,1.0,47151.0,0.0,15617,4204.0,0.004043767840152236,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,185215.7036156042,5893.875,0.2545734464171405,0.47058823529411764
348,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,PINELLAS,Homeowners,2,227.0,81.0,140.0,6.0,666954.0,0.0,15617,4204.0,0.05399619410085633,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,2473174.3953377735,8234.0,0.2696752809900051,0.3568281938325991
349,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,HERNANDO,Homeowners,2,11.0,4.0,7.0,0.0,18819.0,0.0,15617,4204.0,0.002616555661274976,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,119845.45528068506,4704.75,0.15702723107793118,0.36363636363636365
350,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,VOLUSIA,Homeowners,2,33.0,20.0,13.0,0.0,199304.0,0.0,15617,4204.0,0.00784966698382493,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,359536.36584205524,9965.2,0.5543361365775012,0.6060606060606061
351,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,BROWARD,Homeowners,2,780.0,407.0,318.0,55.0,4031192.0,0.0,15617,4204.0,0.18553758325404376,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,8498132.283539485,9904.648648648648,0.4743621145799583,0.5217948717948718
352,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,TAYLOR,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
353,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,HILLSBOROUGH,Homeowners,2,27.0,11.0,14.0,2.0,86700.0,0.0,15617,4204.0,0.006422454804947669,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,294166.117507136,7881.818181818182,0.29473142840081434,0.4074074074074074
354,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,INDIAN RIVER,Homeowners,2,20.0,14.0,6.0,0.0,166976.0,0.0,15617,4204.0,0.004757373929590866,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,217900.82778306375,11926.857142857143,0.7662935551866598,0.7
355,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,WALTON,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
356,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,LEON,Homeowners,2,2.0,1.0,1.0,0.0,12435.0,0.0,15617,4204.0,0.0004757373929590866,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,21790.082778306376,12435.0,0.5706724534511615,0.5
357,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,CITRUS,Homeowners,2,3.0,2.0,1.0,0.0,9354.0,0.0,15617,4204.0,0.0007136060894386299,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,32685.124167459562,4677.0,0.2861852368091229,0.6666666666666666
358,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,SEMINOLE,Homeowners,2,8.0,4.0,3.0,1.0,22716.0,0.0,15617,4204.0,0.0019029495718363464,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,87160.3311132255,5679.0,0.26062314942896225,0.5
359,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,BREVARD,Homeowners,2,106.0,68.0,29.0,9.0,723260.0,0.0,15617,4204.0,0.02521408182683159,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,1154874.3872502379,10636.176470588236,0.626267244286269,0.6415094339622641
360,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,ORANGE,Homeowners,2,375.0,246.0,116.0,13.0,2667576.0,0.0,15617,4204.0,0.08920076117982874,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,4085640.5209324453,10843.80487804878,0.6529150047178386,0.656
361,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,LAFAYETTE,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
362,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,LAKE,Homeowners,2,53.0,37.0,12.0,4.0,497410.0,0.0,15617,4204.0,0.012607040913415794,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,577437.1936251189,13443.513513513513,0.861409700468526,0.6981132075471698
363,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,CLAY,Homeowners,2,18.0,11.0,7.0,0.0,108021.0,0.0,15617,4204.0,0.004281636536631779,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,196110.74500475737,9820.09090909091,0.5508163257315634,0.6111111111111112
364,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,SUMTER,Homeowners,2,1.0,0.0,1.0,0.0,1860.0,0.0,15617,4204.0,0.0002378686964795433,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,10895.041389153188,,0.1707198654473921,0.0
365,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,DADE,Homeowners,2,1173.0,648.0,445.0,80.0,7160308.0,0.0,15617,4204.0,0.2790199809705043,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,12779883.549476689,11049.858024691359,0.560279596623805,0.5524296675191815
366,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,MARION,Homeowners,2,16.0,10.0,6.0,0.0,56167.0,0.0,15617,4204.0,0.003805899143672693,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,174320.662226451,5616.7,0.32220506325885995,0.625
367,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,BAKER,Homeowners,2,1.0,0.0,1.0,0.0,2110.0,0.0,15617,4204.0,0.0002378686964795433,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,10895.041389153188,,0.19366608392150392,0.0
368,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,PUTNAM,Homeowners,2,3.0,2.0,1.0,0.0,6370.0,0.0,15617,4204.0,0.0007136060894386299,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,32685.124167459562,3185.0,0.19488988224012324,0.6666666666666666
369,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,HIGHLANDS,Homeowners,2,112.0,69.0,41.0,2.0,711832.0,0.0,15617,4204.0,0.02664129400570885,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,1220244.635585157,10316.40579710145,0.5833518781737136,0.6160714285714286
370,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,LIBERTY,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
371,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,GILCHRIST,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
372,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,HOLMES,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0
