,Unnamed: 0,Filing ID,Company ID,Company,County,Insurance Type,Insurance Type Code,Number of Claims,Closed Claims (paid),Closed Claims (not paid),Number Claims Open,Paid Loss,Number Claims with AOB,NAIC Number,Claims,Proportion of Claims,Company Name,NAIC Code,Product type,Share of product complaints (%),Product premium,Share of product premiums (%),Number of complaints,County premium,cost_per_claim,Loss ratio,Frequency,MajorHurricaneHits,claims_per_hurricane,Number of hurricanes
27,228,1011513,100502,AIG ASSURANCE COMPANY,columbia,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,3.0
28,229,1011513,100502,AIG ASSURANCE COMPANY,pasco,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
29,230,1011513,100502,AIG ASSURANCE COMPANY,dade,Homeowners,2,377.0,96.0,65.0,216.0,6898108.15,0.0,40258,911.0,0.4138309549945115,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,71855.29322916668,,0.2546419098143236,,,0.0
30,231,1011513,100502,AIG ASSURANCE COMPANY,hillsborough,Homeowners,2,6.0,0.0,1.0,5.0,0.0,0.0,40258,911.0,0.006586169045005488,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
31,232,1011513,100502,AIG ASSURANCE COMPANY,madison,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
32,233,1011513,100502,AIG ASSURANCE COMPANY,lake,Homeowners,2,1.0,0.0,1.0,0.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
33,234,1011513,100502,AIG ASSURANCE COMPANY,duval,Homeowners,2,15.0,2.0,3.0,10.0,11713.96,0.0,40258,911.0,0.016465422612513717,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,5856.98,,0.13333333333333333,2.0,7.5,2.0
34,235,1011513,100502,AIG ASSURANCE COMPANY,palm beach,Homeowners,2,122.0,39.0,37.0,46.0,490437.88,0.0,40258,911.0,0.13391877058177826,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,12575.330256410256,,0.319672131147541,3.0,40.666666666666664,3.0
35,236,1011513,100502,AIG ASSURANCE COMPANY,gadsden,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36,237,1011513,100502,AIG ASSURANCE COMPANY,lafayette,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
37,238,1011513,100502,AIG ASSURANCE COMPANY,liberty,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
38,239,1011513,100502,AIG ASSURANCE COMPANY,holmes,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
39,240,1011513,100502,AIG ASSURANCE COMPANY,monroe,Homeowners,2,78.0,10.0,18.0,50.0,483527.29,0.0,40258,911.0,0.08562019758507135,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,48352.72900000001,,0.1282051282051282,8.0,9.75,8.0
40,241,1011513,100502,AIG ASSURANCE COMPANY,hendry,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
41,242,1011513,100502,AIG ASSURANCE COMPANY,polk,Homeowners,2,3.0,1.0,0.0,2.0,13089.63,0.0,40258,911.0,0.003293084522502744,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,13089.63,,0.3333333333333333,,,0.0
42,243,1011513,100502,AIG ASSURANCE COMPANY,hamilton,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,244,1011513,100502,AIG ASSURANCE COMPANY,suwannee,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
44,245,1011513,100502,AIG ASSURANCE COMPANY,hernando,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
45,246,1011513,100502,AIG ASSURANCE COMPANY,taylor,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
46,247,1011513,100502,AIG ASSURANCE COMPANY,sarasota,Homeowners,2,7.0,2.0,3.0,2.0,12394.15,0.0,40258,911.0,0.0076838638858397375,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,6197.075,,0.2857142857142857,1.0,7.0,1.0
47,248,1011513,100502,AIG ASSURANCE COMPANY,orange,Homeowners,2,10.0,3.0,2.0,5.0,150113.11,0.0,40258,911.0,0.010976948408342482,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,50037.70333333333,,0.3,,,0.0
48,249,1011513,100502,AIG ASSURANCE COMPANY,santa rosa,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,3.0
49,250,1011513,100502,AIG ASSURANCE COMPANY,calhoun,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,3.0
50,251,1011513,100502,AIG ASSURANCE COMPANY,citrus,Homeowners,2,1.0,0.0,0.0,1.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
51,252,1011513,100502,AIG ASSURANCE COMPANY,seminole,Homeowners,2,5.0,1.0,2.0,2.0,20212.88,0.0,40258,911.0,0.005488474204171241,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,20212.88,,0.2,,,0.0
52,253,1011513,100502,AIG ASSURANCE COMPANY,manatee,Homeowners,2,4.0,0.0,1.0,3.0,1429.4,0.0,40258,911.0,0.004390779363336993,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,,,0.0,,,0.0
53,254,1011513,100502,AIG ASSURANCE COMPANY,gilchrist,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,255,1011513,100502,AIG ASSURANCE COMPANY,washington,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
55,256,1011513,100502,AIG ASSURANCE COMPANY,okaloosa,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
56,257,1011513,100502,AIG ASSURANCE COMPANY,flagler,Homeowners,2,2.0,0.0,1.0,1.0,0.0,0.0,40258,911.0,0.0021953896816684962,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
57,258,1011513,100502,AIG ASSURANCE COMPANY,jefferson,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
58,259,1011513,100502,AIG ASSURANCE COMPANY,walton,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
59,260,1011513,100502,AIG ASSURANCE COMPANY,putnam,Homeowners,2,1.0,0.0,0.0,1.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
60,261,1011513,100502,AIG ASSURANCE COMPANY,desoto,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
61,262,1011513,100502,AIG ASSURANCE COMPANY,glades,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
62,263,1011513,100502,AIG ASSURANCE COMPANY,brevard,Homeowners,2,1.0,0.0,1.0,0.0,0.0,0.0,40258,911.0,0.0010976948408342481,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.5,2.0
63,264,1011513,100502,AIG ASSURANCE COMPANY,leon,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
64,265,1011513,100502,AIG ASSURANCE COMPANY,jackson,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
65,266,1011513,100502,AIG ASSURANCE COMPANY,collier,Homeowners,2,148.0,32.0,46.0,70.0,1660728.79,0.0,40258,911.0,0.16245883644346873,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,51897.7746875,,0.21621621621621626,8.0,18.5,8.0
66,267,1011513,100502,AIG ASSURANCE COMPANY,pinellas,Homeowners,2,4.0,0.0,3.0,1.0,0.0,0.0,40258,911.0,0.004390779363336993,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.0,1.0
67,268,1011513,100502,AIG ASSURANCE COMPANY,bay,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,40258,911.0,0.0,AIG ASSUR CO,40258.0,Homeowner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,4.0
68,344,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,franklin,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
69,345,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,st johns,Homeowners,2,7.0,3.0,2.0,2.0,21282.0,0.0,15617,4204.0,0.0016650808753568029,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,76265.28972407231,7094.0,0.2790522408948847,0.42857142857142855,,,0.0
70,346,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,hardee,Homeowners,2,1.0,1.0,0.0,0.0,17044.0,0.0,15617,4204.0,0.0002378686964795433,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,10895.041389153188,17044.0,1.5643813906910489,1.0,,,0.0
71,347,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,desoto,Homeowners,2,17.0,8.0,8.0,1.0,47151.0,0.0,15617,4204.0,0.004043767840152236,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,185215.70361560423,5893.875,0.2545734464171405,0.4705882352941176,,,0.0
72,348,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,pinellas,Homeowners,2,227.0,81.0,140.0,6.0,666954.0,0.0,15617,4204.0,0.053996194100856335,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,2473174.395337773,8234.0,0.2696752809900051,0.3568281938325991,1.0,227.0,1.0
73,349,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,hernando,Homeowners,2,11.0,4.0,7.0,0.0,18819.0,0.0,15617,4204.0,0.002616555661274976,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,119845.45528068506,4704.75,0.15702723107793118,0.3636363636363637,2.0,5.5,2.0
74,350,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,volusia,Homeowners,2,33.0,20.0,13.0,0.0,199304.0,0.0,15617,4204.0,0.00784966698382493,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,359536.36584205524,9965.2,0.5543361365775012,0.6060606060606061,2.0,16.5,2.0
75,351,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,broward,Homeowners,2,780.0,407.0,318.0,55.0,4031192.0,0.0,15617,4204.0,0.18553758325404374,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,8498132.283539485,9904.648648648648,0.4743621145799583,0.5217948717948718,1.0,780.0,1.0
76,352,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,taylor,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
77,353,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,hillsborough,Homeowners,2,27.0,11.0,14.0,2.0,86700.0,0.0,15617,4204.0,0.006422454804947669,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,294166.117507136,7881.818181818182,0.29473142840081434,0.4074074074074074,,,0.0
78,354,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,indian river,Homeowners,2,20.0,14.0,6.0,0.0,166976.0,0.0,15617,4204.0,0.004757373929590866,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,217900.82778306372,11926.857142857143,0.7662935551866598,0.7,2.0,10.0,2.0
79,355,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,walton,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
80,356,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,leon,Homeowners,2,2.0,1.0,1.0,0.0,12435.0,0.0,15617,4204.0,0.0004757373929590866,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,21790.082778306376,12435.0,0.5706724534511615,0.5,,,0.0
81,357,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,citrus,Homeowners,2,3.0,2.0,1.0,0.0,9354.0,0.0,15617,4204.0,0.0007136060894386299,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,32685.124167459562,4677.0,0.2861852368091229,0.6666666666666666,,,0.0
82,358,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,seminole,Homeowners,2,8.0,4.0,3.0,1.0,22716.0,0.0,15617,4204.0,0.0019029495718363464,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,87160.3311132255,5679.0,0.26062314942896225,0.5,,,0.0
83,359,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,brevard,Homeowners,2,106.0,68.0,29.0,9.0,723260.0,0.0,15617,4204.0,0.025214081826831592,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,1154874.3872502379,10636.176470588236,0.626267244286269,0.6415094339622641,2.0,53.0,2.0
84,360,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,orange,Homeowners,2,375.0,246.0,116.0,13.0,2667576.0,0.0,15617,4204.0,0.08920076117982874,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,4085640.520932445,10843.804878048779,0.6529150047178386,0.6559999999999999,,,0.0
85,361,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,lafayette,Homeowners,2,0.0,0.0,0.0,0.0,0.0,0.0,15617,4204.0,0.0,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
86,362,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,lake,Homeowners,2,53.0,37.0,12.0,4.0,497410.0,0.0,15617,4204.0,0.012607040913415794,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,577437.1936251189,13443.513513513513,0.8614097004685259,0.6981132075471698,,,0.0
87,363,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,clay,Homeowners,2,18.0,11.0,7.0,0.0,108021.0,0.0,15617,4204.0,0.004281636536631779,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,196110.74500475734,9820.09090909091,0.5508163257315634,0.6111111111111112,1.0,18.0,1.0
88,364,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,sumter,Homeowners,2,1.0,0.0,1.0,0.0,1860.0,0.0,15617,4204.0,0.0002378686964795433,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,10895.041389153188,,0.1707198654473921,0.0,,,0.0
89,365,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,dade,Homeowners,2,1173.0,648.0,445.0,80.0,7160308.0,0.0,15617,4204.0,0.2790199809705043,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,12779883.549476687,11049.85802469136,0.5602795966238051,0.5524296675191815,,,0.0
90,366,1014966,203357,ANCHOR PROPERTY AND CASUALTY INSURANCE COMPANY,marion,Homeowners,2,16.0,10.0,6.0,0.0,56167.0,0.0,15617,4204.0,0.003805899143672693,ANCHOR PROP & CAS INS CO,15617.0,Homeowner,0.6,45802754.0,0.5,1.1,174320.662226451,5616.7,0.32220506325885995,0.625,1.0,16.0,1.0
